id,filename,category,subcategory,asset_type,variant,orientation,state,reuse_scope,native_grid,source_scale,canvas_width,canvas_height,footprint_width_tiles,footprint_height_tiles,anchor,approval_status,qa_status,component_count,component_roles,tags,source,normalized_path,notes
emergency_iv_pole_loaded_01,emergency_iv_pole_loaded_01.png,emergency,infusion,emergency_iv_pole_loaded,1,default,clean,hospital_only,32,8,37,69,1,1,bottom_center,approved,warning,0,,emergency;iv;pole;loaded;infusion,source/generated/incoming/rastalr_emergency_01_trauma_resuscitation.png,staging/pending/normalized/emergency_iv_pole_loaded_01.png,Batch 07 bottom-center.
emergency_respiratory_cart_01,emergency_respiratory_cart_01.png,icu,emergency_support,emergency_respiratory_cart,1,default,clean,hospital_only,32,8,53,66,1,1,bottom_center,approved,pass,0,,icu;emergency;respiratory;cart;oxygen;wheels,source/generated/incoming/rastalr_icu_02_respiratory_support.png,staging/pending/normalized/emergency_respiratory_cart_01.png,Production batch 05; bottom-center respiratory-support sheet sprite.
emergency_supply_cart_01,emergency_supply_cart_01.png,emergency,supplies,emergency_supply_cart,1,default,clean,hospital_only,32,8,46,57,1,1,bottom_center,approved,warning,0,,emergency;supply;cart;stocked;wheels,source/generated/incoming/rastalr_emergency_02_triage_treatment.png,staging/pending/normalized/emergency_supply_cart_01.png,Batch 07 bottom-center.
emergency_treatment_chair_01,emergency_treatment_chair_01.png,emergency,treatment,emergency_treatment_chair,1,default,clean,hospital_only,32,8,53,56,1,1,bottom_center,approved,pass,0,,emergency;treatment;chair;wheels,source/generated/incoming/rastalr_emergency_02_triage_treatment.png,staging/pending/normalized/emergency_treatment_chair_01.png,Batch 07 top-center.
emergency_wall_resuscitation_panel_01,emergency_wall_resuscitation_panel_01.png,emergency,resuscitation_infrastructure,emergency_wall_resuscitation_panel,1,default,clean,hospital_only,32,8,57,38,2,1,wall_center,approved,warning,0,,emergency;wall;resuscitation;panel;oxygen,source/generated/incoming/rastalr_emergency_03_department_support.png,staging/pending/normalized/emergency_wall_resuscitation_panel_01.png,Batch 07 bottom-left.
endoscopy_imaging_tower_01,endoscopy_imaging_tower_01.png,surgery,imaging,endoscopy_imaging_tower,1,default,clean,hospital_only,32,8,53,58,1,1,bottom_center,approved,pass,0,,endoscopy;imaging;tower;surgery;wheels,source/generated/incoming/rastalr_surgery_alpha_cleanup_01.png,staging/pending/normalized/endoscopy_imaging_tower_01.png,Production batch 06 alpha correction; bottom-right cleaned source sprite.
exam_room_sink_unit_01,exam_room_sink_unit_01.png,examination,hygiene,exam_room_sink_unit,1,default,clean,everyday_world_common,32,8,45,61,2,1,bottom_center,approved,pass,0,,exam_room;sink;cabinet;hygiene;wash_station,source/generated/incoming/rastalr_exam_03_storage_support.png,staging/pending/normalized/exam_room_sink_unit_01.png,Production batch 03; top-center-right storage-support sheet sprite.
exam_room_supply_cabinet_01,exam_room_supply_cabinet_01.png,examination,storage,exam_room_supply_cabinet,1,default,clean,everyday_world_common,32,8,52,63,1,2,bottom_center,approved,pass,0,,exam_room;supply;cabinet;storage;glass,source/generated/incoming/rastalr_exam_03_storage_support.png,staging/pending/normalized/exam_room_supply_cabinet_01.png,Production batch 03; top-center-left storage-support sheet sprite.
exam_room_wall_cabinet_01,exam_room_wall_cabinet_01.png,examination,storage,exam_room_wall_cabinet,1,default,clean,hospital_only,32,8,46,41,1,1,wall_center,approved,pass,0,,exam_room;wall;cabinet;storage;medical,source/generated/incoming/rastalr_exam_03_storage_support.png,staging/pending/normalized/exam_room_wall_cabinet_01.png,Production batch 03; top-left storage-support sheet sprite.
examination_chair_adjustable_01,examination_chair_adjustable_01.png,examination,seating,examination_chair_adjustable,1,default,clean,hospital_only,32,8,53,68,1,1,bottom_center,approved,pass,0,,examination;chair;adjustable;patient;seating,source/generated/incoming/rastalr_exam_01_furniture.png,staging/pending/normalized/examination_chair_adjustable_01.png,Production batch 03; top-center furniture sheet sprite.
examination_lamp_01,examination_lamp_01.png,examination,diagnostics,examination_lamp,1,default,clean,hospital_only,32,8,57,61,1,1,bottom_center,approved,pass,0,,examination;lamp;diagnostic;lighting;wheels,source/generated/incoming/rastalr_exam_02_diagnostics.png,staging/pending/normalized/examination_lamp_01.png,Production batch 03; bottom-right diagnostics sheet sprite.
examination_table_01,examination_table_01.png,examination,furniture,examination_table,1,default,clean,hospital_only,32,8,57,60,1,2,bottom_center,approved,pass,0,,examination;table;patient;adjustable;furniture,source/generated/incoming/rastalr_exam_01_furniture.png,staging/pending/normalized/examination_table_01.png,Production batch 03; top-left furniture sheet sprite.
fluoroscopy_c_arm_01,fluoroscopy_c_arm_01.png,radiology,fluoroscopy,fluoroscopy_c_arm,1,default,clean,hospital_only,32,8,59,59,1,1,bottom_center,approved,pass,0,,fluoroscopy;c_arm;imaging,source/generated/incoming/rastalr_radiology_01_core_imaging.png,staging/pending/normalized/fluoroscopy_c_arm_01.png,Batch 08.
folding_stretcher_storage_rack_01,folding_stretcher_storage_rack_01.png,emergency,stretcher_storage,folding_stretcher_storage_rack,1,default,clean,hospital_only,32,8,46,58,1,1,bottom_center,approved,warning,0,,folding;stretcher;storage;rack;emergency;wheels,source/generated/incoming/rastalr_emergency_03_department_support.png,staging/pending/normalized/folding_stretcher_storage_rack_01.png,Batch 07 bottom-right.
glove_dispenser_01,glove_dispenser_01.png,examination,hygiene,glove_dispenser,1,default,clean,hospital_only,32,8,37,41,1,1,wall_center,approved,pass,0,,glove;dispenser;wall;hygiene;exam_room,source/generated/incoming/rastalr_exam_03_storage_support.png,staging/pending/normalized/glove_dispenser_01.png,Production batch 03; top-right storage-support sheet sprite.
hand_sanitizer_stand_01,hand_sanitizer_stand_01.png,reception,hygiene,hand_sanitizer_stand,1,default,clean,everyday_world_common,32,8,23,61,1,1,bottom_center,approved,pass,0,,hand_sanitizer;stand;hygiene;lobby;utility,source/generated/incoming/rastalr_reception_03_lobby_utilities.png,staging/pending/normalized/hand_sanitizer_stand_01.png,Production batch 04; bottom-right lobby-utilities sheet sprite.
hematology_analyzer_01,hematology_analyzer_01.png,laboratory,analyzers,hematology_analyzer,1,default,clean,hospital_only,32,8,66,63,1,1,bottom_center,approved,pass,0,,laboratory;hematology;analyzer;blood,source/generated/incoming/rastalr_laboratory_02_sample_processing.png,staging/pending/normalized/hematology_analyzer_01.png,Batch 09 final laboratory sheet.
high_flow_oxygen_unit_01,high_flow_oxygen_unit_01.png,icu,respiratory_support,high_flow_oxygen_unit,1,default,clean,hospital_only,32,8,44,67,1,1,bottom_center,approved,warning,0,,icu;high_flow;oxygen;respiratory;wheels,source/generated/incoming/rastalr_icu_02_respiratory_support.png,staging/pending/normalized/high_flow_oxygen_unit_01.png,Production batch 05; top-left respiratory-support sheet sprite.
hospital_bassinet_01,hospital_bassinet_01.png,patient_rooms,beds,hospital_bassinet,1,default,clean,hospital_only,32,8,41,53,1,1,bottom_center,approved,pass,0,,bassinet;newborn;patient_room;nursery;wheels,source/generated/incoming/rastalr_prod_01_patient_beds.png,staging/pending/normalized/hospital_bassinet_01.png,Production batch 01; bottom-center patient-bed sheet sprite.
hospital_bed_bariatric_01,hospital_bed_bariatric_01.png,patient_rooms,beds,hospital_bed_bariatric,1,default,clean,hospital_only,32,8,67,57,2,2,bottom_center,approved,pass,0,,bed;bariatric;patient_room;wide;wheels,source/generated/incoming/rastalr_prod_01_patient_beds.png,staging/pending/normalized/hospital_bed_bariatric_01.png,Production batch 01; bottom-left patient-bed sheet sprite.
hospital_bed_damaged_01,hospital_bed_damaged_01.png,abandoned,damaged_equipment,hospital_bed,1,default,damaged,hospital_only,32,8,53,58,1,2,bottom_center,approved,pass,0,,bed;hospital;damaged;abandoned;horror;wheels,source/generated/incoming/pilot_batch_c_sheet.png,staging/pending/normalized/hospital_bed_damaged_01.png,Pilot Batch C; approved bottom-right source-sheet sprite.
hospital_bed_head_raised_01,hospital_bed_head_raised_01.png,patient_rooms,beds,hospital_bed_head_raised,1,default,clean,hospital_only,32,8,47,60,1,2,bottom_center,approved,pass,0,,bed;patient_room;head_raised;adjustable;wheels,source/generated/incoming/rastalr_prod_01_patient_beds.png,staging/pending/normalized/hospital_bed_head_raised_01.png,Production batch 01; top-left patient-bed sheet sprite.
hospital_bed_pediatric_01,hospital_bed_pediatric_01.png,patient_rooms,beds,hospital_bed_pediatric,1,default,clean,hospital_only,32,8,39,51,1,2,bottom_center,approved,pass,0,,bed;pediatric;patient_room;smaller_scale;wheels,source/generated/incoming/rastalr_prod_01_patient_beds.png,staging/pending/normalized/hospital_bed_pediatric_01.png,Production batch 01; top-right patient-bed sheet sprite.
hospital_bed_rails_lowered_01,hospital_bed_rails_lowered_01.png,patient_rooms,beds,hospital_bed_rails_lowered,1,default,clean,hospital_only,32,8,45,60,1,2,bottom_center,approved,pass,0,,bed;patient_room;rails_lowered;adjustable;wheels,source/generated/incoming/rastalr_prod_01_patient_beds.png,staging/pending/normalized/hospital_bed_rails_lowered_01.png,Production batch 01; top-center patient-bed sheet sprite.
hospital_bed_standard_01,hospital_bed_standard_01.png,patient_rooms,patient_furniture,hospital_bed_standard,1,default,clean,hospital_only,32,8,48,64,1,2,bottom_center,approved,pass,0,,bed;patient_room;wheels;clean;furniture,source/generated/incoming/pilot_batch_a_sheet.png,staging/pending/normalized/hospital_bed_standard_01.png,Pilot Batch A; top-left source-sheet sprite.
hospital_bed_unmade_01,hospital_bed_unmade_01.png,patient_rooms,beds,hospital_bed,1,default,unmade,hospital_only,32,8,49,58,1,2,bottom_center,approved,pass,0,,bed;patient_room;unmade;fabric;wheels,source/generated/incoming/rastalr_prod_01_patient_beds.png,staging/pending/normalized/hospital_bed_unmade_01.png,Production batch 01; bottom-right patient-bed sheet sprite.
hospital_door_glazed_closed_01,hospital_door_glazed_closed_01.png,architecture,doors_openings,hospital_door_glazed_closed,1,default,clean,hospital_only,32,8,32,52,1,1,wall_center,approved,pass,0,,architecture;doors_openings;door;single;hinged;glazed;closed;grid_32;C3,references/architecture/master_validation_C3_v2/sources/rastalr_architecture_master_C3_glazed_single_door_closed_v3.png,staging/pending/normalized/hospital_door_glazed_closed_01.png,Batch 12 C3; validated locked-edit glazed single doorway; exact C1 structural crop.
hospital_door_single_closed_01,hospital_door_single_closed_01.png,architecture,doors_openings,hospital_door_single_closed,1,default,clean,hospital_only,32,8,32,52,1,1,wall_center,approved,pass,0,,architecture;doors_openings;door;single;hinged;closed;grid_32;C1,references/architecture/master_validation_C1_v1/sources/rastalr_architecture_master_C1_single_hinged_door_closed_v1.png,staging/pending/normalized/hospital_door_single_closed_01.png,"Batch 12 C1; exact validated one-cell doorway crop; no trim, padding, or warp."
hospital_door_single_half_open_01,hospital_door_single_half_open_01.png,architecture,doors_openings,hospital_door_single_half_open,1,default,clean,hospital_only,32,8,32,52,1,1,wall_center,approved,pass,1,leaf_projection,architecture;doors_openings;door;single;hinged;half_open;grid_32;C2,references/architecture/master_validation_C2_v1/sources/rastalr_architecture_master_C2_single_hinged_door_half_open_v1.png,staging/pending/normalized/hospital_door_single_half_open_01.png,Batch 12 C2; one logical door asset assembled from a fixed doorway and its validated projecting leaf overlay.
hospital_double_doors_closed_01,hospital_double_doors_closed_01.png,architecture,doors_openings,hospital_double_doors_closed,1,default,clean,hospital_only,32,8,64,52,2,1,wall_center,approved,pass,0,,architecture;doors_openings;door;double;hinged;closed;grid_32;C4,references/architecture/master_validation_C4_v1/sources/rastalr_architecture_master_C4_double_doors_closed_v1.png,staging/pending/normalized/hospital_double_doors_closed_01.png,Batch 12 C4; exact two-cell closed double-door composite crop.
hospital_double_doors_half_open_01,hospital_double_doors_half_open_01.png,architecture,doors_openings,hospital_double_doors_half_open,1,default,clean,hospital_only,32,8,64,52,2,1,wall_center,approved,pass,2,left_leaf_projection;right_leaf_projection,architecture;doors_openings;door;double;hinged;half_open;grid_32;C5,references/architecture/master_validation_C5_v1/sources/rastalr_architecture_master_C5_double_doors_half_open_v1.png,staging/pending/normalized/hospital_double_doors_half_open_01.png,Batch 12 C5; one logical double door assembled from a fixed doorway and two independently anchored leaf overlays.
hospital_equipment_opening_wide_01,hospital_equipment_opening_wide_01.png,architecture,doors_openings,hospital_equipment_opening_wide,1,default,clean,hospital_only,32,8,96,52,3,1,wall_center,approved,pass,0,,architecture;doors_openings;equipment;service_opening;wide;three_cell;grid_32;C8,references/architecture/master_validation_C8_v1/sources/rastalr_architecture_master_C8_wide_equipment_opening_locked_v1.png,staging/pending/normalized/hospital_equipment_opening_wide_01.png,Batch 12 C8; exact three-cell reinforced equipment/service-opening composite crop.
hospital_floor_alt_01,hospital_floor_alt_01.png,architecture,floor,hospital_floor_alt,1,default,clean,hospital_only,32,8,32,32,1,1,center,approved,pass,0,,architecture;floor;alternate;grid_32;A2;cell_r1_c1,references/architecture/master_validation_v1/sources/rastalr_architecture_master_A2_alt_floor.png,staging/pending/normalized/hospital_floor_alt_01.png,Batch 11; validated A2 interior cell r1_c1; exact 256x256 source cell.
hospital_floor_alt_02,hospital_floor_alt_02.png,architecture,floor,hospital_floor_alt,2,default,clean,hospital_only,32,8,32,32,1,1,center,approved,pass,0,,architecture;floor;alternate;grid_32;A2;cell_r1_c3,references/architecture/master_validation_v1/sources/rastalr_architecture_master_A2_alt_floor.png,staging/pending/normalized/hospital_floor_alt_02.png,Batch 11; validated A2 interior cell r1_c3; exact 256x256 source cell.
hospital_floor_alt_03,hospital_floor_alt_03.png,architecture,floor,hospital_floor_alt,3,default,clean,hospital_only,32,8,32,32,1,1,center,approved,pass,0,,architecture;floor;alternate;grid_32;A2;cell_r2_c2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_A2_alt_floor.png,staging/pending/normalized/hospital_floor_alt_03.png,Batch 11; validated A2 interior cell r2_c2; exact 256x256 source cell.
hospital_floor_alt_04,hospital_floor_alt_04.png,architecture,floor,hospital_floor_alt,4,default,clean,hospital_only,32,8,32,32,1,1,center,approved,pass,0,,architecture;floor;alternate;grid_32;A2;cell_r2_c4,references/architecture/master_validation_v1/sources/rastalr_architecture_master_A2_alt_floor.png,staging/pending/normalized/hospital_floor_alt_04.png,Batch 11; validated A2 interior cell r2_c4; exact 256x256 source cell.
hospital_floor_plain_01,hospital_floor_plain_01.png,architecture,floor,hospital_floor_plain,1,default,clean,hospital_only,32,8,32,32,1,1,center,approved,pass,0,,architecture;floor;plain;grid_32;A1;cell_r1_c1,references/architecture/master_validation_v1/sources/rastalr_architecture_master_A1_plain_floor.png,staging/pending/normalized/hospital_floor_plain_01.png,Batch 11; validated A1 interior cell r1_c1; exact 256x256 source cell.
hospital_floor_plain_02,hospital_floor_plain_02.png,architecture,floor,hospital_floor_plain,2,default,clean,hospital_only,32,8,32,32,1,1,center,approved,pass,0,,architecture;floor;plain;grid_32;A1;cell_r1_c3,references/architecture/master_validation_v1/sources/rastalr_architecture_master_A1_plain_floor.png,staging/pending/normalized/hospital_floor_plain_02.png,Batch 11; validated A1 interior cell r1_c3; exact 256x256 source cell.
hospital_floor_plain_03,hospital_floor_plain_03.png,architecture,floor,hospital_floor_plain,3,default,clean,hospital_only,32,8,32,32,1,1,center,approved,pass,0,,architecture;floor;plain;grid_32;A1;cell_r2_c2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_A1_plain_floor.png,staging/pending/normalized/hospital_floor_plain_03.png,Batch 11; validated A1 interior cell r2_c2; exact 256x256 source cell.
hospital_floor_plain_04,hospital_floor_plain_04.png,architecture,floor,hospital_floor_plain,4,default,clean,hospital_only,32,8,32,32,1,1,center,approved,pass,0,,architecture;floor;plain;grid_32;A1;cell_r2_c4,references/architecture/master_validation_v1/sources/rastalr_architecture_master_A1_plain_floor.png,staging/pending/normalized/hospital_floor_plain_04.png,Batch 11; validated A1 interior cell r2_c4; exact 256x256 source cell.
hospital_front_wall_cutaway_01,hospital_front_wall_cutaway_01.png,architecture,wall_front_cutaway,hospital_front_wall_cutaway,1,default,clean,hospital_only,32,8,32,20,1,1,wall_center,approved,pass,0,,architecture;wall;front;south;cutaway;grid_32;B_v2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_B_golden_room_v2.png,staging/pending/normalized/hospital_front_wall_cutaway_01.png,Batch 11; B v2 canonical south/front cutaway c0.
hospital_front_wall_cutaway_02,hospital_front_wall_cutaway_02.png,architecture,wall_front_cutaway,hospital_front_wall_cutaway,2,default,clean,hospital_only,32,8,32,20,1,1,wall_center,approved,pass,0,,architecture;wall;front;south;cutaway;grid_32;B_v2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_B_golden_room_v2.png,staging/pending/normalized/hospital_front_wall_cutaway_02.png,Batch 11; B v2 canonical south/front cutaway c1.
hospital_front_wall_cutaway_03,hospital_front_wall_cutaway_03.png,architecture,wall_front_cutaway,hospital_front_wall_cutaway,3,default,clean,hospital_only,32,8,32,20,1,1,wall_center,approved,pass,0,,architecture;wall;front;south;cutaway;grid_32;B_v2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_B_golden_room_v2.png,staging/pending/normalized/hospital_front_wall_cutaway_03.png,Batch 11; B v2 canonical south/front cutaway c2.
hospital_front_wall_cutaway_04,hospital_front_wall_cutaway_04.png,architecture,wall_front_cutaway,hospital_front_wall_cutaway,4,default,clean,hospital_only,32,8,32,20,1,1,wall_center,approved,pass,0,,architecture;wall;front;south;cutaway;grid_32;B_v2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_B_golden_room_v2.png,staging/pending/normalized/hospital_front_wall_cutaway_04.png,Batch 11; B v2 canonical south/front cutaway c3.
hospital_sliding_clinical_doors_closed_01,hospital_sliding_clinical_doors_closed_01.png,architecture,doors_openings,hospital_sliding_clinical_doors_closed,1,default,clean,hospital_only,32,8,64,52,2,1,wall_center,approved,pass,0,,architecture;doors_openings;door;double;sliding;clinical;closed;grid_32;C6,references/architecture/master_validation_C6_v1/sources/rastalr_architecture_master_C6_sliding_clinical_doors_closed_v1.png,staging/pending/normalized/hospital_sliding_clinical_doors_closed_01.png,Batch 12 C6; exact two-cell closed sliding clinical-door composite crop.
hospital_sliding_clinical_doors_open_01,hospital_sliding_clinical_doors_open_01.png,architecture,doors_openings,hospital_sliding_clinical_doors_open,1,default,clean,hospital_only,32,8,64,52,2,1,wall_center,approved,pass,2,left_parked_leaf;right_parked_leaf,architecture;doors_openings;door;double;sliding;clinical;open;grid_32;C7,references/architecture/master_validation_C7_v1/sources/rastalr_architecture_master_C7_sliding_clinical_doors_open_v1.png,staging/pending/normalized/hospital_sliding_clinical_doors_open_01.png,Batch 12 C7; one logical open sliding-door state assembled from the fixed doorway and two laterally parked leaves.
hospital_wall_back_straight_01,hospital_wall_back_straight_01.png,architecture,wall_back,hospital_wall_back_straight,1,default,clean,hospital_only,32,8,32,52,1,1,wall_center,approved,pass,0,,architecture;wall;back;north;grid_32;B_v2,references/architecture/master_validation_v1/sources/rastalr_architecture_master_B_golden_room_v2.png,staging/pending/normalized/hospital_wall_back_straight_01.png,Batch 11; B v2 canonical north/back component c0.
